htid,title,author,year,source
mdp.39015022193885,The Lastborn of Elvinwood,Linda Haldeman,1978,laure
pst.000032468236,Memorial Hall Murder,Jane Langton,1978,laure
mdp.49015000680349,The Invasion of the Body Snatchers,Jack Finney,1978,laure
pst.000017497954,Invasion of the Bodysnatchers,Jack Finney,1978,laure
mdp.39015058278360,Kittatinny: A Tale of Magic,Joanna Russ,1978,laure
mdp.39015000655970,Merlin,Robert Nye,1978,laure
mdp.39015015381851,The Wicker Man,Robin Hardy (UK) & Anthony Shaffer,1978,laure
mdp.39015040108832,Herr Nightingale and the Satin Woman,William Kotzwinkle,1978,laure
uc1.b5015178,The Hermes Fall,John Baxter,1978,laure
uc1.b4948523,Palace Without Chairs,Brigid Brophy,1978,laure
uva.x000164158,The Voyage of QV66,Penelope Lively,1978,laure
mdp.39015030749082,The Wanting of Levine,Michael Halberstam,1978,laure
mdp.39015000620776,The Entity,Frank De Felitta,1978,laure
mdp.39015002241050,The Cult,Max Ehrlich,1978,laure
uc1.b4439635,Star of the Sea,Linda Haldeman,1978,laure
pst.000015150332,The Extraterrestrial Report,John H. Butterfield & Richard Siegel,1978,laure
mdp.39015031235412,IQ 83,Arthur Herzog,1978,laure
mdp.39015002352535,Tabitha Fffoulkes,John Linssen,1978,laure
pst.000010943083,The Wand and the Star,Pat Wallace,1978,laure
mdp.39015000607211,Galatea,Philip Pullman,1978,laure
osu.32435005524327,Alter Ego,Patrick Watson,1978,laure
inu.30000120831072,The Dooming Eye,Peter Edler,1978,laure
uc1.32106010493390,The Dreams of Jesse Brown,Joseph Bruchac,1978,laure
mdp.39015002756552,The Far Arena,Richard Ben Sapir,1978,laure
uc1.b4088026,The Bassumtyte Treasure,Jane Louise Curry,1978,laure
mdp.39015030710803,The Contaminant,Leonard Reiffel,1978,laure
uva.x000013214,The Yellow Mountain,Lloyd Burton,1978,laure
mdp.39015010526294,The Hawks of Chelney,Adrienne Jones (1915-2000),1978,laure
pst.000012857470,Eyes of Laura Mars,H. B. Gilmour,1978,laure
pst.000045271915,The Turning,Justin Scott,1978,laure
uc1.b4437916,The Snake,John Godey,1978,laure
mdp.49015002630250,Bedtime!,Beni Montresor,1978,laure
mdp.39015030738036,The Crow Goddess,Patricia Finney,1978,laure
mdp.39015010844002,Dance of the Tiger,Björn Kurtén,1978,laure
uva.x000139456,Wild Ghost Chase,D. J. Enright,1978,laure
mdp.39015014305109,The Changeling,Joy Williams,1978,laure
mdp.39015027894412,Men of Dunwich: The Story of a Vanished Town,Rowland Parker,1978,laure
pst.000003745434,Imprint,Michael Bradley,1978,laure
mdp.39015000681547,Enemies of the System: A Tale of Homo Uniformis,Brian Aldiss,1978,laure
mdp.39015008159389,The Case of the Philosophers' Ring by Dr. John H. Watson,Randall Collins,1978,laure
mdp.39015049821989,The Trial of Adolf Hitler,Philippe Van Rjndt,1978,laure
mdp.39015002179748,The Mermaid's Three Wisdoms,Jane Yolen,1978,laure
uc1.b3477299,The Other Shore of Time,Peter de Polnay,1978,laure
uc1.32106005264780,The Volunteers,Raymond Williams,1978,laure
mdp.39015025345466,Lancelot,Peter Vansittart,1978,laure
uva.x000159323,Ned Kelly and the City of the Bees,Thomas Keneally,1978,laure
uc1.b5118539,The Third World War: August 1985,General Sir John Hackett,1978,laure
mdp.39015019638934,The Magic Carpet and the Cement Wall,Richard M. Vixen,1978,laure
uc1.32106009106169,Dreamspeaker,Cam Hubert,1978,laure
uc1.b4948360,A Long Walk to Wimbledon,H. R. F. Keating,1978,laure
umn.31951001071898j,Garh City,Robert Nichols (1919-2010),1978,laure
uc1.b4421426,0.44,Jimmy Breslin & Dick Schaap,1978,laure
uc1.b4355182,Animal Magnetism,Francine Prose,1978,laure
uc1.b4358754,The Chanting of Children,Margaret Sand,1978,laure
uc1.b4368503,The Croesus Conspiracy,Benjamin Stein,1978,laure
mdp.39015009362602,Capital,Maureen Duffy,1978,laure
ppt.ssfcbz201710000411,"The new women of wonder : recent science fiction stories by women about women / edited, with an introd. and notes by Pamela Sargent.",,1978,temple
mdp.39015014743457,Watchtower,Elizabeth A. Lynn,1979,laure
mdp.39015003464321,The Unlimited Dream Company,J. G. Ballard,1979,laure
mdp.39015032049994,Transfigurations,Michael Bishop,1979,laure
mdp.39015011815134,Titan,John Varley,1979,laure
uc1.b3462838,Stardance,Spider Robinson & Jeanne Robinson,1979,laure
mdp.39015008199450,Roadmarks,Roger Zelazny,1979,laure
inu.39000001892806,The Ringworld Engineers,Larry Niven,1979,laure
uc1.b4951772,On Wings of Song,Thomas M. Disch,1979,laure
mdp.39015040127014,The Last Enchantment,Mary Stewart,1979,laure
mdp.49015002595743,Kinsman,Ben Bova,1979,laure
dul1.ark:/13960/t4wh8z13n,Kindred,Octavia E. Butler,1979,laure
mdp.39015000684780,Juniper Time,Kate Wilhelm,1979,laure
uc1.32106015587949,The Hitchhiker's Guide to the Galaxy,Douglas Adams,1979,laure
pst.000018854527,Harpist in the Wind,Patricia A. McKillip,1979,laure
mdp.39015008380167,The Fountains of Paradise,Arthur C. Clarke,1979,laure
uva.x000884329,The Faded Sun: Kutath,C. J. Cherryh,1979,laure
mdp.39015013234516,Engine Summer,John Crowley,1979,laure
uc1.32106020040769,The Dancers of Arun,Elizabeth A. Lynn,1979,laure
mdp.39015054063113,The Jesus Incident,Frank Herbert & Bill Ransom,1979,laure
pst.000016174740,A Shadow of All Night Falling,Glen Cook,1979,laure
mdp.39015022216793,Heroics,George Alec Effinger,1979,laure
mdp.39015058799936,Masters of Everon,Gordon R. Dickson,1979,laure
mdp.39015002255837,The Dragon Lord,David Drake,1979,laure
mdp.39015010392044,The Magic Cup: An Irish Legend,Andrew M. Greeley,1979,laure
uva.x001503118,The Fate of the Phoenix,Sondra Marshak & Myrna Culbreath,1979,laure
uva.x001558349,Trek to Madworld,Stephen Goldin,1979,laure
mdp.39015073980446,Macrolife: A Mobile Utopia,George Zebrowski,1979,laure
uc1.b4951776,Macrolife,George Zebrowski,1979,laure
pst.000021656866,Han Solo's Revenge,Brian Daley,1979,laure
mdp.39015015372231,Into the Dream,William Sleator,1979,laure
mdp.39015002710872,Tunnel War,Joe Poyer,1979,laure
pst.000010058541,The White Hart,Nancy Springer,1979,laure
mdp.39015020247485,The Spellcoats,Diana Wynne Jones,1979,laure
pst.000014855047,Death's Master,Tanith Lee,1979,laure
mdp.39015002719980,Alongside Night,J. Neil Schulman,1979,laure
mdp.39015046410125,Malafrena,Ursula K. Le Guin,1979,laure
ppt.ssfcbz202002001073,Electric Forest,Tanith Lee,1979,laure
mdp.39015014535853,A World Between,Norman Spinrad,1979,laure
uc1.32106008073303,"Star-Anchored, Star-Angered",Suzette Haden Elgin,1979,laure
mdp.39015007033684,The Short-Timers,Gustav Hasford,1979,laure
mdp.39015050923229,Wild Nights,Emma Tennant,1979,laure
mdp.39015013957587,Ghost Story,Peter Straub,1979,laure
uc1.b4951550,The Time Trip,Rob Swigart,1979,laure
mdp.39015002348343,Jailbird,Kurt Vonnegut,1979,laure
mdp.39015011025874,The Forever Formula,Frank Bonham,1979,laure
uc1.32106021213639,Freaks' Amour,Tom De Haven,1979,laure
mdp.39015004726710,Tulku,Peter Dickinson,1979,laure
mdp.39015030947140,Celestial Chess,Thomas Bontly,1979,laure
mdp.39015034112626,Night Outside,Patricia Wrightson,1979,laure
uc1.b4101999,The Island of the Grass King: The Further Adventures of Anatole,Nancy Willard,1979,laure
pst.000013871406,The Road of Kings,Karl Edward Wagner,1979,laure
mdp.39015031305678,Visitants,Randolph Stow,1979,laure
mdp.39015002718123,The Further Education of Oversoul Seven,Jane Roberts,1979,laure
uc1.b4948756,The Totem,David Morrell,1979,laure
mdp.39015073935242,The Better Angels,Charles McCarry,1979,laure
mdp.39015024082185,The Silver Coach,C. S. Adler,1979,laure
mdp.39015005387413,Treasures of Time,Penelope Lively,1979,laure
inu.30000001395387,"Re: Colonised Planet 5, Shikasta",Doris Lessing,1979,laure
uc1.b3462691,Mandragon,R. M. Koster,1979,laure
mdp.39015000624695,Rogano,Stephen Knight (UK),1979,laure
uc1.b4432337,After the First Death,Robert Cormier,1979,laure
mdp.39015019212961,Hanta Yo,Ruth Beebe Hill,1979,laure
mdp.39015002156332,The Merman's Children,Poul Anderson,1979,laure
ppt.ssfcbz202002001121,Renaissance,A. E. van Vogt,1979,laure
mdp.39015054065829,Seven Spells to Sunday,Andre Norton & Phyllis Miller,1979,laure
pst.000046150028,Bumps in the Night,Harry Allard,1979,laure
uc1.b4432456,Clever-Lazy: The Girl Who Invented Herself,Joan Bodger,1979,laure
mdp.39015016872072,"It, Us and the Others",David Churchill,1979,laure
mdp.39015021516979,The Cloverdale Switch,Eve Bunting,1979,laure
mdp.39015002725300,The Living End,Stanley Elkin,1979,laure
mdp.39015024832266,A Net to Catch the Wind,Margaret Greaves,1979,laure
mdp.39015003350181,Dr. Jekyll and Mr. Holmes,Loren D. Estleman,1979,laure
mdp.39015062472553,The Jade Unicorn,Jay Halpern,1979,laure
uc1.b4355060,A Secret History of Time to Come,Robie Macauley,1979,laure
uc1.b4360977,Dark Wing,Katherine MacLean & Carl West,1979,laure
mdp.39015002754995,The Two Kingdoms,Mark Saxton,1979,laure
mdp.39015008870142,The Mirror,Marlys Millhiser,1979,laure
mdp.39015051354457,Unholy Child,Catherine Breslin,1979,laure
mdp.39015008403720,A Woman of the Future,David Ireland,1979,laure
mdp.39015004047372,Yobgorgle: Mystery Monster of Lake Ontario,Daniel M. Pinkwater,1979,laure
uc1.b4437622,Never Say Die: An Autonecrographical Novel,Robert Grossbach,1979,laure
uva.x000069569,The Sixth Winter,John Gribbin & Douglas Orgill,1979,laure
inu.30000132336797,Barney and the UFO,Margaret Goff Clark,1979,laure
pst.000018303698,Message from Space,Edward Packard,1979,laure
pst.000005081370,Balls!,Richard Rohmer,1979,laure
mdp.39015004162668,Inside My Feet,Richard Kennedy,1979,laure
uc1.b3473768,The Underdogs,William Weintraub,1979,laure
uc1.b4369764,Montana Gothic,Dirck Van Sickle,1979,laure
mdp.39015002751678,Kindergarten,Peter Rushforth,1979,laure
uc1.b3473179,Kindergarten,P. S. Rushforth,1979,laure
uva.x000423336,City Wars,Dennis Palumbo,1979,laure
mdp.39015013939718,If on a Winter's Night a Traveler,Italo Calvino,1979,laure
mdp.39015056894150,Dragonworld,J. Michael Reaves & Byron Preiss,1979,laure
pst.000015754080,Meteorite Track 291,Gary Paulsen,1979,laure
mdp.39015040128517,The Neverending Story,Michael Ende,1979,laure
uc1.b4938149,Darkness Visible,William Golding,1979,laure
mdp.39015048896370,Song of the Kingdom,Andy Stone,1979,laure
mdp.39015019129942,Lightning in the Night,Fred Allhoff,1979,laure
uc1.b4088187,The Shining Pool,Dale Carlson & Danny Carlson,1979,laure
pst.000012625857,Dome,Lawrence Huff,1979,laure
uc1.32106006144486,Leese Webster,Ursula K. Le Guin,1979,laure
mdp.39015054163962,The Hamlet Ultimatum,Leonard Sanders,1979,laure
mdp.39015011586446,Jethro and the Jumbie,Susan Cooper,1979,laure
uc1.b3477432,Chog,Quentin Crisp,1979,laure
mdp.39015024634449,Under the Mountain,Maurice Gee,1979,laure
mdp.39015046492123,Blade Runner (a Movie),William S. Burroughs,1979,laure
pst.000045255694,From Blight to Height,Jean Marinelli,1979,laure
mdp.39015005733491,Retreat: As It Was!,Donna J. Young,1979,laure
mdp.39015033521470,Show Me a Hero,Patrick Alexander,1979,laure
mdp.39015000563893,Reincarnation in Venice,Max Ehrlich,1979,laure
pst.000005532469,The Mantouche Factor,Michael Bradley,1979,laure
mdp.39015001800013,The Vandal,Ann Schlee,1979,laure
mdp.39015017715197,And Again?,Sean O'Faolain,1979,laure
mdp.39015002780024,Vlemk the Box-Painter,John Gardner,1979,laure
uc1.b4432357,Speed of Light,Gwyneth Cravens,1979,laure
uva.x000015697,The Lion and the Cross,Joan Lesley Hamilton,1979,laure
uc1.b4450300,Rhino Ritz,Keith Abbott,1979,laure
ucbk.ark:/28722/h2x63bd3p,A Minor Apocalypse,Tadeusz Konwicki,1979,laure
uc1.b4089074,Home,Betsy Gould Hearne,1979,laure
txu.059173026595338,A Certain Lucas,Julio Cortázar,1979,laure
mdp.39015029393090,Passenger,Thomas Keneally,1979,laure
uc1.c072963030,Warrior in the Wilderness,Kaoru Kurimoto,1979,laure
uc1.b4451000,The Programmer,Bruce Jackson,1979,laure
mdp.39015030091113,Cross Current,"C. Terry Cline, Jr.",1979,laure
mdp.39015048897519,The Glow,Brooks Stanwood,1979,laure
mdp.39015030711090,The Sleep of the Great Hypnotist: The Life and Death and Life After Death of a Modern Magician,Peter Redgrove,1979,laure
mdp.39015050571432,The Lizard's Tail,Marc Brandel,1979,laure
mdp.39015008931399,Nightmare Town,T. Ernesto Bethancourt,1979,laure
mdp.39076000851035,The Island,Peter Benchley,1979,laure
uc1.b3472873,The Fight for Manod,Raymond Williams,1979,laure
mdp.39015030718699,The Love Siege,Tom Wakefield,1979,laure
mdp.39015056811592,The Great Change,Jack Wagner,1979,laure
uc1.b4439400,Gad,Stephen Geller,1979,laure
mdp.39015034900053,Arabian Nights and Days,Naguib Mahfouz,1979,laure
mdp.49015000902461,The Third Eye,Mollie Hunter,1979,laure
mdp.39015050982605,Intruder,Louis Charbonneau,1979,laure
mdp.39015061003011,Legacy of Magic,Leonie Kooiker,1979,laure
mdp.39015020486257,Cave of the Moving Shadows,Thomas Millstead,1979,laure
uc1.32106002130539,"The Autobiography of Cassandra, Princess & Prophetess of Troy",Ursule Molinaro,1979,laure
mdp.49015002601897,First Strike,Douglas Terman,1979,laure
mdp.39015000017858,The Vicar of Christ,Walter F. Murphy,1979,laure
txu.059173026983279,Between Two Worlds,Simone Schwarz-Bart,1979,laure
mdp.39015004714302,Wish Come True,Mary Q. Steele,1979,laure
ppt.ssfcbz201710000352,Tales of Neve?ry?on / Samuel R. Delany.,"Delany, Samuel R.",1979,temple
ppt.ssfcbz202002001013,The best of James Blish / edited and with an introduction by Robert A. Lowndes.,"Blish, James,",1979,temple
mdp.39015000555857,Good News,Edward Abbey,1980,laure
mdp.39015005888097,Wizard,John Varley,1980,laure
mdp.39015054037372,Wild Seed,Octavia E. Butler,1980,laure
pst.000013229429,Two to Conquer,Marion Zimmer Bradley,1980,laure
mdp.39015008806955,Timescape,Gregory Benford,1980,laure
mdp.39015008903448,Sundiver,David Brin,1980,laure
uc1.b4368486,Songs from the Stars,Norman Spinrad,1980,laure
mdp.39015005184638,The Snow Queen,Joan D. Vinge,1980,laure
mdp.39015008979778,The Shadow of the Torturer,Gene Wolfe,1980,laure
mdp.49015000743907,Shadowland,Peter Straub,1980,laure
mdp.39015002968892,Riddley Walker,Russell Hoban,1980,laure
mdp.39015013939874,The Restaurant at the End of the Universe,Douglas Adams,1980,laure
mdp.39015043202087,The Number of the Beast,Robert A. Heinlein,1980,laure
mdp.39015048888104,The Northern Girl,Elizabeth A. Lynn,1980,laure
uc1.32106005000564,Mockingbird,Walter Tevis,1980,laure
mdp.39015066051668,The Magic Labyrinth,Philip José Farmer,1980,laure
mdp.39015001367005,Lord Valentine's Castle,Robert Silverberg,1980,laure
uc1.32106018321460,The Land of Laughs,Jonathan Carroll,1980,laure
uc1.b4450205,The Humanoid Touch,Jack Williamson,1980,laure
mdp.39015002288788,Golem 100,Alfred Bester,1980,laure
uc1.b4355032,First Channel,Jean Lorrah & Jacqueline Lichtenberg,1980,laure
mdp.39015051349978,Eyes of Fire,Michael Bishop,1980,laure
mdp.39015005888089,Dream Dancer,Janet Morris,1980,laure
ppt.ssfcbz202002001107,City Come A-Walkin',John Shirley,1980,laure
inu.39000001892814,Beyond the Blue Event Horizon,Frederik Pohl,1980,laure
mdp.39015008442496,Changeling,Roger Zelazny,1980,laure
uc1.b4430767,The Well,Jack Cady,1980,laure
mdp.39015014231735,An Enemy of the State,F. Paul Wilson,1980,laure
mdp.39015020732668,Midnight's Children,Salman Rushdie,1980,laure
pst.000012778010,The House Between the Worlds,Marion Zimmer Bradley,1980,laure
mdp.39015020746072,The Clan of the Cave Bear,Jean M. Auel,1980,laure
uva.x000218327,The Blessing Papers,William Barnwell,1980,laure
mdp.39015002338500,Hawk of May,Gillian Bradshaw,1980,laure
pst.000021659119,Han Solo and the Lost Legacy,Brian Daley,1980,laure
pst.000022105387,The Wounded Land,Stephen R. Donaldson,1980,laure
uc1.b3865869,Ascendancies,D. G. Compton,1980,laure
mdp.39015046372440,Congo,Michael Crichton,1980,laure
mdp.39015025252100,Dragon's Egg,Robert L. Forward,1980,laure
mdp.39015002291964,The Beginning Place,Ursula K. Le Guin,1980,laure
uc1.32106014600404,White Light,Rudy Rucker,1980,laure
pst.000022799944,Lion of Ireland,Morgan Llywelyn,1980,laure
mdp.39015008386701,Direct Descent,Frank Herbert,1980,laure
ppt.ssfcbz201808000184,Disposable People,"Marshall Goldberg, M.D. & Kenneth Kay",1980,laure
uc1.32106008655927,Aztec,Gary Jennings,1980,laure
uc1.b4357771,Magic Time,Kit Reed,1980,laure
mdp.39015046331487,Bellefleur,Joyce Carol Oates,1980,laure
uc1.b4948748,Deathwing Over Veynaa,Douglas Hill,1980,laure
mdp.39015002163023,Unicorns in the Rain,Barbara Cohen,1980,laure
pst.000031819251,The Shadow Guests,Joan Aiken,1980,laure
uc1.b4948763,Cosmic Encounter,A. E. van Vogt,1980,laure
pst.000011636595,The Girl Green As Elderflower,Randolph Stow,1980,laure
uc1.b4421720,Satyrday,Steven Bauer,1980,laure
mdp.39015061470293,Alpha Centauri,Robert Siegel,1980,laure
mdp.39015056194593,Still Life with Woodpecker,Tom Robbins,1980,laure
mdp.39015011493593,The Indian in the Cupboard,Lynne Reid Banks,1980,laure
mdp.39015004852672,Playing Beatie Bow,Ruth Park,1980,laure
uc1.b4950788,Creator,Jeremy Leven,1980,laure
mdp.39015019159030,"The Marriages Between Zones Three, Four, and Five (As Narrated by the Chroniclers of Zone Three)",Doris Lessing,1980,laure
mdp.49015002536531,The Keeper of the Isis Light,Monica Hughes,1980,laure
pst.000057931623,Sister Wolf,Ann Arensberg,1980,laure
mdp.39015018471725,All the Lies That Are My Life,Harlan Ellison,1980,laure
mdp.39015066288161,Under Plum Lake,Lionel Davidson,1980,laure
uc1.b4948473,Russian Hide-and-Seek,Kingsley Amis,1980,laure
dul1.ark:/13960/t5z65qh83,Waiting for the Barbarians,J. M. Coetzee,1980,laure
pst.000013791674,The Fog,Dennis Etchison,1980,laure
uc1.b4357753,Maynard's House,Herman Raucher,1980,laure
uc1.b4463228,The First Book of Eppe,Roderick MacLeish,1980,laure
mdp.39015071576550,Crooked Tree,Robert C. Wilson,1980,laure
mdp.39015052399196,Golden Vanity,Rachel Pollack,1980,laure
uc1.b4463213,The Globes of Llarum,Gene Lancour,1980,laure
pst.000025990539,Crystal Phoenix,Michael Berlyn,1980,laure
uva.x000400833,The Light-Bearer,Sam Nicholson,1980,laure
mdp.39015000576341,Scripts for the Pageant,James Merrill,1980,laure
uc1.32106006597683,Limbo,Joel Hammil,1980,laure
mdp.39015029937052,Freddy's Book,John Gardner,1980,laure
uc1.b4950832,The Demeter Flower,Rochelle Singer,1980,laure
pst.000006308711,Periscope Red,Richard Rohmer,1980,laure
uc1.b4354000,Danilov the Violist,Vladimir Orlov,1980,laure
pst.000022248114,Miss Pickerell Tackles the Energy Crisis,Ellen MacGregor & Dora Pantell,1980,laure
pst.000021812675,Project Web,Barbara Rogers,1980,laure
uiug.30112001307732,Nealites: Doc Genius and Henry the Stud,Merzie Wilson,1980,laure
uc1.b3462596,Walking on Air,Pierre Delattre,1980,laure
pst.000033673905,Weird Henry Berg,Sarah Sargent,1980,laure
pst.000008327024,Earth Watch,Roger M. Borsheim,1980,laure
